year,statistical_region,name_of_municipality,type_of_waste,waste_category,waste_by_municipality
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.429
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Wooden Packaging (15 01 03),Packaging Waste,29.08
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19.627
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,52.25
2021,JUGOVZHODNA SLOVENIJA,MIRNA,Bulky Municipal Waste (20 03 07),Municipal Waste,29.111
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,21.928
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,8.459
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,70.703
2021,JUGOVZHODNA SLOVENIJA,MIRNA PEČ,Bulky Municipal Waste (20 03 07),Municipal Waste,58.296
2021,KOROŠKA,MISLINJA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,52.223
2021,KOROŠKA,MISLINJA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,29.259
2021,KOROŠKA,MISLINJA,Bulky Municipal Waste (20 03 07),Municipal Waste,175.412
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,65.988
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,10.89
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,64.029
2021,JUGOVZHODNA SLOVENIJA,MOKRONOG-TREBELNO,Bulky Municipal Waste (20 03 07),Municipal Waste,35.674
2021,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.018
2021,POMURSKA,MORAVSKE TOPLICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,98.555
2021,POMURSKA,MORAVSKE TOPLICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,28.127
2021,POMURSKA,MORAVSKE TOPLICE,Bulky Municipal Waste (20 03 07),Municipal Waste,181.746
2021,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,48.061
2021,OSREDNJESLOVENSKA,MORAVČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.04
2021,OSREDNJESLOVENSKA,MORAVČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,156.81
2021,OSREDNJESLOVENSKA,MORAVČE,Bulky Municipal Waste (20 03 07),Municipal Waste,153.152
2021,SAVINJSKA,MOZIRJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,49.035
2021,SAVINJSKA,MOZIRJE,Wooden Packaging (15 01 03),Packaging Waste,13.877
2021,SAVINJSKA,MOZIRJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,34.324
2021,SAVINJSKA,MOZIRJE,Bulky Municipal Waste (20 03 07),Municipal Waste,177.168
2021,POMURSKA,MURSKA SOBOTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,211.568
2021,POMURSKA,MURSKA SOBOTA,Wooden Packaging (15 01 03),Packaging Waste,22.44
2021,POMURSKA,MURSKA SOBOTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,902.782
2021,POMURSKA,MURSKA SOBOTA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,488.64
2021,POMURSKA,MURSKA SOBOTA,Bulky Municipal Waste (20 03 07),Municipal Waste,708.871
2021,KOROŠKA,MUTA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,25.564
2021,KOROŠKA,MUTA,Wooden Packaging (15 01 03),Packaging Waste,57.882
2021,KOROŠKA,MUTA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.151
2021,KOROŠKA,MUTA,Bulky Municipal Waste (20 03 07),Municipal Waste,65.871
2021,GORENJSKA,NAKLO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,52.234
2021,GORENJSKA,NAKLO,Wooden Packaging (15 01 03),Packaging Waste,3.12
2021,GORENJSKA,NAKLO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,27.528
2021,GORENJSKA,NAKLO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,81.48
2021,GORENJSKA,NAKLO,Bulky Municipal Waste (20 03 07),Municipal Waste,30.777
2021,SAVINJSKA,NAZARJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.664
2021,SAVINJSKA,NAZARJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,63.866
2021,SAVINJSKA,NAZARJE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,53.076
2021,SAVINJSKA,NAZARJE,Bulky Municipal Waste (20 03 07),Municipal Waste,51.633
2021,GORIŠKA,NOVA GORICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,335.408
2021,GORIŠKA,NOVA GORICA,Wooden Packaging (15 01 03),Packaging Waste,0.319
2021,GORIŠKA,NOVA GORICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1011.635
2021,GORIŠKA,NOVA GORICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,820.615
2021,GORIŠKA,NOVA GORICA,Bulky Municipal Waste (20 03 07),Municipal Waste,866.602
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,457.374
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Wooden Packaging (15 01 03),Packaging Waste,19.93
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,876.126
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1191.882
2021,JUGOVZHODNA SLOVENIJA,NOVO MESTO,Bulky Municipal Waste (20 03 07),Municipal Waste,718.683
2021,POMURSKA,ODRANCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,0.278
2021,POMURSKA,ODRANCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,42.583
2021,POMURSKA,ODRANCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,18.214
2021,POMURSKA,ODRANCI,Bulky Municipal Waste (20 03 07),Municipal Waste,51.625
2021,PODRAVSKA,OPLOTNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,31.247
2021,PODRAVSKA,OPLOTNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,53.616
2021,PODRAVSKA,OPLOTNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,118.996
2021,PODRAVSKA,OPLOTNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,43.738
2021,PODRAVSKA,ORMOŽ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,113.703
2021,PODRAVSKA,ORMOŽ,Wooden Packaging (15 01 03),Packaging Waste,0.18
2021,PODRAVSKA,ORMOŽ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,72.042
2021,PODRAVSKA,ORMOŽ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,1.88
2021,PODRAVSKA,ORMOŽ,Bulky Municipal Waste (20 03 07),Municipal Waste,351.59
2021,PODRAVSKA,PESNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.12
2021,PODRAVSKA,PESNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,88.448
2021,PODRAVSKA,PESNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,245.7
2021,PODRAVSKA,PESNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,143.519
2021,OBALNOKRAŠKA,PIRAN,Paper and Cardboard Packaging (15 01 01),Packaging Waste,619.255
2021,OBALNOKRAŠKA,PIRAN,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,45.886
2021,OBALNOKRAŠKA,PIRAN,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,738.25
2021,OBALNOKRAŠKA,PIRAN,Bulky Municipal Waste (20 03 07),Municipal Waste,1101.02
2021,PRIMORSKONOTRANJSKA,PIVKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,141.71
2021,PRIMORSKONOTRANJSKA,PIVKA,Wooden Packaging (15 01 03),Packaging Waste,12.99
2021,PRIMORSKONOTRANJSKA,PIVKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,93.72
2021,PRIMORSKONOTRANJSKA,PIVKA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,147.5
2021,PRIMORSKONOTRANJSKA,PIVKA,Bulky Municipal Waste (20 03 07),Municipal Waste,319.42
2021,PODRAVSKA,PODLEHNIK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,9.984
2021,PODRAVSKA,PODLEHNIK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,23.296
2021,PODRAVSKA,PODLEHNIK,Bulky Municipal Waste (20 03 07),Municipal Waste,19.18
2021,KOROŠKA,PODVELKA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,11.216
2021,KOROŠKA,PODVELKA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,26.508
2021,KOROŠKA,PODVELKA,Bulky Municipal Waste (20 03 07),Municipal Waste,49.805
2021,SAVINJSKA,PODČETRTEK,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.45
2021,SAVINJSKA,PODČETRTEK,Wooden Packaging (15 01 03),Packaging Waste,0.011
2021,SAVINJSKA,PODČETRTEK,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,21.505
2021,SAVINJSKA,PODČETRTEK,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,6.42
2021,SAVINJSKA,PODČETRTEK,Bulky Municipal Waste (20 03 07),Municipal Waste,117.57
2021,PODRAVSKA,POLJČANE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,37.578
2021,PODRAVSKA,POLJČANE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,64.481
2021,PODRAVSKA,POLJČANE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,947.451
2021,PODRAVSKA,POLJČANE,Bulky Municipal Waste (20 03 07),Municipal Waste,52.601
2021,SAVINJSKA,POLZELA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,24.817
2021,SAVINJSKA,POLZELA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,37.156
2021,SAVINJSKA,POLZELA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,69.176
2021,SAVINJSKA,POLZELA,Bulky Municipal Waste (20 03 07),Municipal Waste,502.045
2021,PRIMORSKONOTRANJSKA,POSTOJNA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,115.2
2021,PRIMORSKONOTRANJSKA,POSTOJNA,Wooden Packaging (15 01 03),Packaging Waste,2.17
2021,PRIMORSKONOTRANJSKA,POSTOJNA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,401.406
2021,PRIMORSKONOTRANJSKA,POSTOJNA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,228.83
2021,PRIMORSKONOTRANJSKA,POSTOJNA,Bulky Municipal Waste (20 03 07),Municipal Waste,662.04
2021,SAVINJSKA,PREBOLD,Paper and Cardboard Packaging (15 01 01),Packaging Waste,32.122
2021,SAVINJSKA,PREBOLD,Wooden Packaging (15 01 03),Packaging Waste,147.4
2021,SAVINJSKA,PREBOLD,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,0.6
2021,SAVINJSKA,PREBOLD,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,107.831
2021,SAVINJSKA,PREBOLD,Bulky Municipal Waste (20 03 07),Municipal Waste,485.116
2021,GORENJSKA,PREDDVOR,Paper and Cardboard Packaging (15 01 01),Packaging Waste,31.187
2021,GORENJSKA,PREDDVOR,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,2.66
2021,GORENJSKA,PREDDVOR,Bulky Municipal Waste (20 03 07),Municipal Waste,12.883
2021,KOROŠKA,PREVALJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,259.261
2021,KOROŠKA,PREVALJE,Wooden Packaging (15 01 03),Packaging Waste,100.66
2021,KOROŠKA,PREVALJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,76.238
2021,KOROŠKA,PREVALJE,Bulky Municipal Waste (20 03 07),Municipal Waste,240.362
2021,PODRAVSKA,PTUJ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,299.633
2021,PODRAVSKA,PTUJ,Wooden Packaging (15 01 03),Packaging Waste,102.301
2021,PODRAVSKA,PTUJ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,1224.09
2021,PODRAVSKA,PTUJ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,472.412
2021,PODRAVSKA,PTUJ,Bulky Municipal Waste (20 03 07),Municipal Waste,595.332
2021,POMURSKA,PUCONCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,32.471
2021,POMURSKA,PUCONCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,146.42
2021,POMURSKA,PUCONCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,11.287
2021,POMURSKA,PUCONCI,Bulky Municipal Waste (20 03 07),Municipal Waste,258.515
2021,POMURSKA,RADENCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,37.997
2021,POMURSKA,RADENCI,Wooden Packaging (15 01 03),Packaging Waste,49.96
2021,POMURSKA,RADENCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,9.829
2021,POMURSKA,RADENCI,Bulky Municipal Waste (20 03 07),Municipal Waste,276.754
2021,POSAVSKA,RADEČE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,91.568
2021,POSAVSKA,RADEČE,Wooden Packaging (15 01 03),Packaging Waste,2.6
2021,POSAVSKA,RADEČE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,70.7
2021,POSAVSKA,RADEČE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,93.16
2021,POSAVSKA,RADEČE,Bulky Municipal Waste (20 03 07),Municipal Waste,53.84
2021,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,115.785
2021,KOROŠKA,RADLJE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,60.578
2021,KOROŠKA,RADLJE OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,139.934
2021,GORENJSKA,RADOVLJICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,246.597
2021,GORENJSKA,RADOVLJICA,Wooden Packaging (15 01 03),Packaging Waste,0.46
2021,GORENJSKA,RADOVLJICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,383.346
2021,GORENJSKA,RADOVLJICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,482.33
2021,GORENJSKA,RADOVLJICA,Bulky Municipal Waste (20 03 07),Municipal Waste,626.82
2021,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,127.419
2021,KOROŠKA,RAVNE NA KOROŠKEM,Wooden Packaging (15 01 03),Packaging Waste,85.62
2021,KOROŠKA,RAVNE NA KOROŠKEM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,126.99
2021,KOROŠKA,RAVNE NA KOROŠKEM,Bulky Municipal Waste (20 03 07),Municipal Waste,393.725
2021,POMURSKA,RAZKRIŽJE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,1.41
2021,POMURSKA,RAZKRIŽJE,Wooden Packaging (15 01 03),Packaging Waste,0.04
2021,POMURSKA,RAZKRIŽJE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,18.21
2021,POMURSKA,RAZKRIŽJE,Bulky Municipal Waste (20 03 07),Municipal Waste,71.83
2021,PODRAVSKA,RAČE-FRAM,Paper and Cardboard Packaging (15 01 01),Packaging Waste,81.215
2021,PODRAVSKA,RAČE-FRAM,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,139.357
2021,PODRAVSKA,RAČE-FRAM,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,309.289
2021,PODRAVSKA,RAČE-FRAM,Bulky Municipal Waste (20 03 07),Municipal Waste,114.16
2021,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard Packaging (15 01 01),Packaging Waste,28.65
2021,GORIŠKA,RENČE-VOGRSKO,Wooden Packaging (15 01 03),Packaging Waste,0.685
2021,GORIŠKA,RENČE-VOGRSKO,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,87.529
2021,GORIŠKA,RENČE-VOGRSKO,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,157.878
2021,GORIŠKA,RENČE-VOGRSKO,Bulky Municipal Waste (20 03 07),Municipal Waste,143.632
2021,SAVINJSKA,REČICA OB SAVINJI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,27.583
2021,SAVINJSKA,REČICA OB SAVINJI,Wooden Packaging (15 01 03),Packaging Waste,7.806
2021,SAVINJSKA,REČICA OB SAVINJI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,19.218
2021,SAVINJSKA,REČICA OB SAVINJI,Bulky Municipal Waste (20 03 07),Municipal Waste,99.657
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,107.67
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Wooden Packaging (15 01 03),Packaging Waste,1.405
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,161.091
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,258.61
2021,JUGOVZHODNA SLOVENIJA,RIBNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,313.547
2021,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.366
2021,KOROŠKA,RIBNICA NA POHORJU,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,3.399
2021,KOROŠKA,RIBNICA NA POHORJU,Bulky Municipal Waste (20 03 07),Municipal Waste,19.279
2021,SAVINJSKA,ROGATEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,29.46
2021,SAVINJSKA,ROGATEC,Wooden Packaging (15 01 03),Packaging Waste,12.708
2021,SAVINJSKA,ROGATEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,15.487
2021,SAVINJSKA,ROGATEC,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,4.623
2021,SAVINJSKA,ROGATEC,Bulky Municipal Waste (20 03 07),Municipal Waste,84.67
2021,SAVINJSKA,ROGAŠKA SLATINA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,75.98
2021,SAVINJSKA,ROGAŠKA SLATINA,Wooden Packaging (15 01 03),Packaging Waste,3.28
2021,SAVINJSKA,ROGAŠKA SLATINA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,75.709
2021,SAVINJSKA,ROGAŠKA SLATINA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,22.601
2021,SAVINJSKA,ROGAŠKA SLATINA,Bulky Municipal Waste (20 03 07),Municipal Waste,413.916
2021,POMURSKA,ROGAŠOVCI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,5.021
2021,POMURSKA,ROGAŠOVCI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,43.235
2021,POMURSKA,ROGAŠOVCI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,19.66
2021,POMURSKA,ROGAŠOVCI,Bulky Municipal Waste (20 03 07),Municipal Waste,60.94
2021,PODRAVSKA,RUŠE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,30.479
2021,PODRAVSKA,RUŠE,Wooden Packaging (15 01 03),Packaging Waste,46.82
2021,PODRAVSKA,RUŠE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,171.951
2021,PODRAVSKA,RUŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,344.745
2021,PODRAVSKA,RUŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,141.162
2021,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,20.431
2021,PODRAVSKA,SELNICA OB DRAVI,Wooden Packaging (15 01 03),Packaging Waste,0.48
2021,PODRAVSKA,SELNICA OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,70.766
2021,PODRAVSKA,SELNICA OB DRAVI,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,201.195
2021,PODRAVSKA,SELNICA OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,93.93
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard Packaging (15 01 01),Packaging Waste,34.756
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,28.472
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,64.152
2021,JUGOVZHODNA SLOVENIJA,SEMIČ,Bulky Municipal Waste (20 03 07),Municipal Waste,126.228
2021,POSAVSKA,SEVNICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,358.258
2021,POSAVSKA,SEVNICA,Wooden Packaging (15 01 03),Packaging Waste,84.03
2021,POSAVSKA,SEVNICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,422.844
2021,POSAVSKA,SEVNICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,272.76
2021,POSAVSKA,SEVNICA,Bulky Municipal Waste (20 03 07),Municipal Waste,166.03
2021,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,147.34
2021,OBALNOKRAŠKA,SEŽANA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,366.35
2021,OBALNOKRAŠKA,SEŽANA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,339.307
2021,OBALNOKRAŠKA,SEŽANA,Bulky Municipal Waste (20 03 07),Municipal Waste,104.329
2021,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard Packaging (15 01 01),Packaging Waste,387.551
2021,KOROŠKA,SLOVENJ GRADEC,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,68.143
2021,KOROŠKA,SLOVENJ GRADEC,Bulky Municipal Waste (20 03 07),Municipal Waste,701.648
2021,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,217.904
2021,PODRAVSKA,SLOVENSKA BISTRICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,368.903
2021,PODRAVSKA,SLOVENSKA BISTRICA,Bulky Municipal Waste (20 03 07),Municipal Waste,297.258
2021,SAVINJSKA,SLOVENSKE KONJICE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,119.616
2021,SAVINJSKA,SLOVENSKE KONJICE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,472.143
2021,SAVINJSKA,SLOVENSKE KONJICE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,545.45
2021,SAVINJSKA,SLOVENSKE KONJICE,Bulky Municipal Waste (20 03 07),Municipal Waste,237.67
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.915
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Wooden Packaging (15 01 03),Packaging Waste,1.56
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,33.211
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,60.995
2021,JUGOVZHODNA SLOVENIJA,SODRAŽICA,Bulky Municipal Waste (20 03 07),Municipal Waste,73.952
2021,SAVINJSKA,SOLČAVA,Paper and Cardboard Packaging (15 01 01),Packaging Waste,2.432
2021,SAVINJSKA,SOLČAVA,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,7.153
2021,SAVINJSKA,SOLČAVA,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,2.494
2021,SAVINJSKA,SOLČAVA,Bulky Municipal Waste (20 03 07),Municipal Waste,10.319
2021,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard Packaging (15 01 01),Packaging Waste,22.741
2021,PODRAVSKA,SREDIŠČE OB DRAVI,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,14.408
2021,PODRAVSKA,SREDIŠČE OB DRAVI,Bulky Municipal Waste (20 03 07),Municipal Waste,68.15
2021,PODRAVSKA,STARŠE,Paper and Cardboard Packaging (15 01 01),Packaging Waste,23.76
2021,PODRAVSKA,STARŠE,Paper and Cardboard from Municipal Waste (20 01 01),Municipal Waste,59.704
2021,PODRAVSKA,STARŠE,Non-hazardous Wood from Municipal Waste (20 01 38),Municipal Waste,221.14
2021,PODRAVSKA,STARŠE,Bulky Municipal Waste (20 03 07),Municipal Waste,87.543
