"year","statistical_region","name_of_municipality","waste_code","type_of_waste","waste_category","waste_by_municipality"
2022,"SAVINJSKA","ŠENTJUR","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",276.836
2022,"SAVINJSKA","ŠENTJUR","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",900.817
2022,"SAVINJSKA","ŠMARJE PRI JELŠAH","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",245.567
2022,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",81.346
2022,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",23.394
2022,"SAVINJSKA","ŠMARJE PRI JELŠAH","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",432.691
2022,"SAVINJSKA","ŠMARTNO OB PAKI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",47.212
2022,"SAVINJSKA","ŠMARTNO OB PAKI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",166.721
2022,"SAVINJSKA","ŠMARTNO OB PAKI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",74.322
2022,"SAVINJSKA","ŠMARTNO OB PAKI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",54.128
2022,"SAVINJSKA","ŠOŠTANJ","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",148.662
2022,"SAVINJSKA","ŠOŠTANJ","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",51.595
2022,"SAVINJSKA","ŠOŠTANJ","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",149.471
2022,"SAVINJSKA","ŠOŠTANJ","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",209.425
2022,"SAVINJSKA","ŠOŠTANJ","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",150.685
2022,"SAVINJSKA","ŠTORE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",32.713
2022,"SAVINJSKA","ŠTORE","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",7.94
2022,"SAVINJSKA","ŠTORE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",148.713
2022,"SAVINJSKA","ŠTORE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",62.802
2022,"SAVINJSKA","ŠTORE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",212.063
2022,"SAVINJSKA","ŽALEC","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",205.711
2022,"SAVINJSKA","ŽALEC","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",27.56
2022,"SAVINJSKA","ŽALEC","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",272.98
2022,"SAVINJSKA","ŽALEC","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",540.101
2022,"SAVINJSKA","ŽALEC","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",1377.646
2022,"ZASAVSKA","HRASTNIK","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",441.609
2022,"ZASAVSKA","HRASTNIK","15 01 03","Wooden Packaging (15 01 03)","Packaging Waste",805.205
2022,"ZASAVSKA","HRASTNIK","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",55.998
2022,"ZASAVSKA","HRASTNIK","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",9.34
2022,"ZASAVSKA","HRASTNIK","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",245.78
2022,"ZASAVSKA","LITIJA","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",229.167
2022,"ZASAVSKA","LITIJA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",321.482
2022,"ZASAVSKA","LITIJA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",278.75
2022,"ZASAVSKA","LITIJA","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",403.53
2022,"ZASAVSKA","TRBOVLJE","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",205.096
2022,"ZASAVSKA","TRBOVLJE","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",160.917
2022,"ZASAVSKA","TRBOVLJE","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",610.866
2022,"ZASAVSKA","TRBOVLJE","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",366.76
2022,"ZASAVSKA","ZAGORJE OB SAVI","15 01 01","Paper and Cardboard Packaging (15 01 01)","Packaging Waste",191.679
2022,"ZASAVSKA","ZAGORJE OB SAVI","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)","Municipal Waste",166.382
2022,"ZASAVSKA","ZAGORJE OB SAVI","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)","Municipal Waste",432.95
2022,"ZASAVSKA","ZAGORJE OB SAVI","20 03 07","Bulky Municipal Waste (20 03 07)","Municipal Waste",116.26
